k,r,p
250,-0.32687261816481206,0.35659134288021177
350,-0.5522852231906484,0.09783468317808312
450,-0.6796099146469126,0.030633337882748756
500,-0.7209388354535184,0.018639289115182252
600,-0.7450021508285123,0.013417137607954566
