layer,mod,ssr
1,0,-593768182.0
2,0,-612294130.0
3,0,-620260652.0
4,0,-645635590.0
5,0,-693581974.0
6,0,-700417358.0
7,0,-723598914.0
8,0,-728932888.0
9,0,-729089720.0
10,0,-729089720.0
