layer,mod,ssr
2,0,-441429.0
3,0,-86640.0
4,0,-60639.0
5,0,-31665.0
6,0,120355.0
7,0,128949.0
8,0,134111.0
9,0,29083.0
10,0,0.0
11,0,5395.0
