k,r,p
250,-0.4186085659794977,0.20006359780086425
350,-0.4786187315942259,0.1364096920446701
450,-0.5455398851256019,0.0825932422075655
500,-0.5815447138999202,0.060569906131457234
600,-0.6031325057860734,0.049489451673487596
