layer,mod,ssr
1,0,731181.0
2,0,-66029.0
3,0,-143551.0
4,0,46761.0
5,0,811111.0
6,0,627453.0
7,0,879432.0
8,0,12149.0
9,0,1652.0
10,0,2030.0
