layer,mod,ssr
0,0,-476615484.0
1,0,-368698676.0
2,0,-370341248.0
3,0,-376700174.0
4,0,-390708286.0
5,0,-392823014.0
6,0,-383260604.0
7,0,-394526286.0
8,0,-394552544.0
9,0,-394238064.0
