layer,mod,ssr
1,0,794368.0
2,0,84230.0
3,0,251557.0
4,0,1755155.0
5,0,904689.0
6,0,-21004.0
7,0,-53.0
8,0,-4.0
9,0,0.0
10,0,0.0
11,0,0.0
