Depth,N,r_all_mean,r_all_std,accuracy_mean,accuracy_std,Spearman_rho,Spearman_p,Pearson_r,Pearson_p
5,36,-0.3754924170634995,0.2593644807986649,0.9863665997272447,0.0028882201701292843,-0.2920230903156209,0.0839526578779284,-0.5009515799102658,0.001858317955780437
11,24,-0.5067259429020087,0.20496835860019375,0.9871142748211111,0.0027459156569462208,-0.6515046024909898,0.0005633329111418533,-0.7094865435390577,0.00010346225938730633
