k,r,p
250,-0.6841101403253714,0.061313327522734364
350,-0.6330026533529003,0.09205743057090912
450,-0.5565086769968048,0.1519693488606977
500,-0.5190387639182958,0.18746306595924606
600,-0.45750917547006764,0.25435775614883716
