layer,mod,ssr
1,0,1055787.0
2,0,112933.0
3,0,134533.0
4,0,1364283.0
5,0,1058179.0
6,0,22880.0
7,0,-5.0
8,0,0.0
9,0,0.0
10,0,0.0
