layer,mod,ssr
0,0,-476615484.0
1,0,-366800798.0
2,0,-359764054.0
3,0,-369282664.0
4,0,-396790354.0
5,0,-376126150.0
6,0,-344188154.0
7,0,-344503306.0
8,0,-344559256.0
