layer,mod,ssr
1,0,-938464748.0
2,0,-946930834.0
3,0,-920818962.0
4,0,-920695238.0
5,0,-920238380.0
6,0,-918036218.0
7,0,-923723704.0
8,0,-925219250.0
9,0,-925445664.0
10,0,-925449078.0
