k,r,p
250,-0.610732552308239,0.06071789453852388
350,-0.7293608842584517,0.016675069752167322
450,-0.7814484049295994,0.007594640158533564
500,-0.7772006356757039,0.008157192046627213
600,-0.8448651228777924,0.002092127224698268
