k,r,p
250,-0.5721019359499737,0.4278980640500263
350,-0.729560899103256,0.27043910089674394
450,-0.6290285505723994,0.37097144942760063
500,-0.597667789851521,0.402332210148479
600,-0.5678583138352438,0.43214168616475623
