layer,mod,ssr
1,0,-1032652092.0
2,0,-1126565016.0
3,0,-1233832894.0
4,0,-1270402742.0
5,0,-1255838556.0
6,0,-1251135948.0
7,0,-1247244056.0
8,0,-1223588034.0
9,0,-1221388448.0
10,0,-1223122122.0
