layer,mod,ssr
1,0,-732347290.0
2,0,-765546936.0
3,0,-835337100.0
4,0,-847316492.0
5,0,-828853714.0
6,0,-810280030.0
7,0,-820731038.0
8,0,-795299760.0
9,0,-793376662.0
10,0,-794430512.0
