layer,mod,ssr
2,0,-212615.0
3,0,330605.0
4,0,-186236.0
5,0,202350.0
6,0,-68021.0
7,0,591357.0
8,0,557702.0
9,0,35692.0
10,0,-2852.0
11,0,-268.0
