layer,mod,ssr
1,0,-361800076.0
2,0,-362703068.0
3,0,-388304108.0
4,0,-387845716.0
5,0,-377940294.0
6,0,-367303114.0
7,0,-372208474.0
8,0,-355295684.0
9,0,-352448246.0
10,0,-352804122.0
