layer,mod,ssr
0,0,-476615484.0
1,0,-375927890.0
2,0,-373797444.0
3,0,-366823468.0
4,0,-340136810.0
5,0,-350721828.0
6,0,-365854670.0
7,0,-370285854.0
8,0,-371544122.0
9,0,-371581148.0
