layer,mod,ssr
0,0,-476615484.0
1,0,-349449452.0
2,0,-365010342.0
3,0,-365929598.0
4,0,-375181780.0
5,0,-370047232.0
6,0,-376808772.0
7,0,-385439264.0
8,0,-700714738.0
