k,r,p
250,-0.4329334162751524,0.3319254050800231
350,-0.623117038918818,0.13494066694988924
450,-0.7366002333682846,0.058991413561912766
500,-0.7850935562868636,0.03648837555064363
600,-0.8139631233500718,0.02586644310988629
