layer,mod,ssr
0,0,-476615484.0
1,0,-300600256.0
2,0,-300333854.0
3,0,-300192508.0
4,0,-300184958.0
5,0,-300184958.0
6,0,-300184958.0
7,0,-300184958.0
8,0,-300184958.0
9,0,-300184958.0
10,0,-300184958.0
11,0,-300184958.0
