layer,mod,ssr
1,0,1648884.0
2,0,567221.0
3,0,1466881.0
4,0,306281.0
5,0,8772.0
6,0,1520.0
7,0,-58.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
