layer,mod,ssr
1,0,-633745436.0
2,0,-617961524.0
3,0,-616651506.0
4,0,-617279760.0
5,0,-617944038.0
6,0,-618248426.0
7,0,-618252626.0
8,0,-618252626.0
9,0,-618252626.0
10,0,-618252626.0
11,0,-618252626.0
