layer,mod,ssr
2,0,564375.0
3,0,41352.0
4,0,-5038.0
5,0,-1949.0
6,0,-2898.0
7,0,105.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
