layer,mod,ssr
1,0,-165018220.0
2,0,-147423692.0
3,0,-146577312.0
4,0,-146796828.0
5,0,-146946286.0
6,0,-147012734.0
7,0,-147007270.0
8,0,-147007270.0
9,0,-147007270.0
10,0,-147007270.0
11,0,-147007270.0
