layer,mod,ssr
1,0,-915626396.0
2,0,-902350110.0
3,0,-900950204.0
4,0,-901075446.0
5,0,-902026708.0
6,0,-902340188.0
7,0,-902339088.0
8,0,-902339088.0
9,0,-902339088.0
10,0,-902339088.0
11,0,-902339088.0
