layer,mod,ssr
2,0,2710136.0
3,0,395549.0
4,0,-6529.0
5,0,12211.0
6,0,2943.0
7,0,89.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
