layer,mod,ssr
1,0,-312822918.0
2,0,-294630228.0
3,0,-293012148.0
4,0,-292932776.0
5,0,-293045916.0
6,0,-293111004.0
7,0,-293104872.0
8,0,-293104872.0
9,0,-293104872.0
10,0,-293104872.0
11,0,-293104872.0
