layer,mod,ssr
0,0,-476615484.0
1,0,-340191458.0
2,0,-356605356.0
3,0,-356818354.0
4,0,-356236848.0
5,0,-376693168.0
6,0,-381739208.0
7,0,-378405224.0
8,0,-371925500.0
9,0,-372293082.0
10,0,-372582734.0
