k,r,p
250,-0.49580200701516264,0.21148357986399344
350,-0.6936256041657374,0.056387010498619716
450,-0.8675343938687898,0.005248958923623972
500,-0.6882536748015258,0.05913792881464265
600,-0.5908580392820847,0.12298144304359274
