layer,mod,ssr
0,0,-476615484.0
1,0,-345245794.0
2,0,-362584842.0
3,0,-364203900.0
4,0,-368156596.0
5,0,-369622850.0
6,0,-375890820.0
7,0,-400831346.0
8,0,-398601118.0
9,0,-405995576.0
10,0,-407957794.0
11,0,-500413538.0
