k,r,p
250,-0.6500971192727447,0.1622283796267922
350,-0.6308052000344049,0.17929568873790533
450,-0.6552606091590556,0.1577825522655462
500,-0.7786323905237055,0.06808152084356259
600,-0.8952118882185788,0.01589550709102748
