k,r,p
250,-0.3559006575158333,0.6440993424841668
350,-0.3648984296694143,0.6351015703305856
450,-0.5084010136425112,0.4915989863574888
500,-0.6172053316808762,0.3827946683191237
600,-0.7212807353250684,0.27871926467493147
