k,r,p
250,-0.29283159494483174,0.4444491204386635
350,-0.33060901731456693,0.384858063788006
450,-0.5424843316978694,0.13129004652756351
500,-0.7220299949337264,0.028050756395014517
600,-0.9461908589897391,0.00011287340671007023
