k,r,p
250,-0.3295385040936799,0.5881414346369886
350,-0.33439940284695374,0.5823033346557019
450,-0.4080561507257315,0.4952486812328044
500,-0.47681195906135077,0.41676429322724257
600,-0.5754226446023631,0.3100736294302169
