layer,mod,ssr
1,0,-546290086.0
2,0,-607823274.0
3,0,-610795406.0
4,0,-528022970.0
5,0,-613746418.0
6,0,-622464362.0
7,0,-619846342.0
8,0,-626618958.0
9,0,-633563742.0
