k,r,p
250,-0.24425183885812293,0.5264927327030338
350,-0.5002372109789122,0.17023534757473222
450,-0.5896998060658232,0.09466529022457582
500,-0.5950501252274322,0.0909654944981415
600,-0.6255310468664467,0.07158898219679115
