layer,mod,ssr
1,0,-726253866.0
2,0,-731688752.0
3,0,-701671804.0
4,0,-699026682.0
5,0,-699043330.0
6,0,-699043330.0
7,0,-699041092.0
8,0,-699041092.0
9,0,-699041092.0
