layer,mod,ssr
1,0,-587846856.0
2,0,-588750678.0
3,0,-560915402.0
4,0,-559446340.0
5,0,-559444268.0
6,0,-559444268.0
7,0,-559444268.0
8,0,-559444268.0
9,0,-559444268.0
