k,r,p
250,-0.6263215711705489,0.07112437014316995
350,-0.8217570218573641,0.006581434486969959
450,-0.9443189136500716,0.00012698902518680188
500,-0.9789489570139575,4.365888220705584e-06
600,-0.9104112872239704,0.0006486000817109227
