layer,mod,ssr
1,0,-1038642664.0
2,0,-1060768746.0
3,0,-1033715862.0
4,0,-1030477292.0
5,0,-1030480090.0
6,0,-1030480090.0
7,0,-1030480090.0
8,0,-1030480090.0
9,0,-1030480090.0
