layer,mod,ssr
1,0,-353409492.0
2,0,-346651006.0
3,0,-327827744.0
4,0,-327185130.0
5,0,-327189886.0
6,0,-327189886.0
7,0,-327189886.0
8,0,-327189886.0
9,0,-327189886.0
