k,r,p
250,-0.2988816799792679,0.5650270689168425
350,-0.5718173727821381,0.23575896438489116
450,-0.7835004217541855,0.06523420966121704
500,-0.8660841761572802,0.02569938558991924
600,-0.8058491098555406,0.05288263523645576
