k,r,p
250,-0.654002929737845,0.23121042285287563
350,-0.7530278339444415,0.1417503038173312
450,-0.7951612428019339,0.10780434050959692
500,-0.7682698357627913,0.12915285519689282
600,-0.7899281564368759,0.1118674797182724
