k,r,p
250,-0.4403914818270655,0.23548418883421635
350,-0.725681493153774,0.02688770377435569
450,-0.7670983367721638,0.015848266626308834
500,-0.6788981683882928,0.04434344619232217
600,-0.5576063376181404,0.11877503239834551
