layer,mod,ssr
1,0,-549170836.0
2,0,-550489408.0
3,0,-558506240.0
4,0,-558246118.0
5,0,-583939564.0
6,0,-585386548.0
7,0,-595948082.0
8,0,-559135916.0
9,0,-567430100.0
