k,r,p
250,-0.8747026409305712,0.3221133022695607
350,-0.9221796154432134,0.25281293297825363
450,-0.9252139757832146,0.24777063497513743
500,-0.9185435800268761,0.25873240558218863
600,-0.9248267673465703,0.24841947253227156
