k,r,p
250,-0.3981548229528316,0.6018451770471684
350,-0.7757082073134121,0.22429179268658794
450,-0.8105499667689324,0.18945003323106757
500,-0.820560193903546,0.17943980609645394
600,-0.8181131119060802,0.18188688809391973
