k,r,p
250,-0.38259072527327753,0.3095129145550479
350,-0.47044592200282936,0.20124343876100684
450,-0.5889719437217565,0.09517560192551722
500,-0.6637317136823833,0.051254832538288754
600,-0.773723795764177,0.014426455953170172
