k,r,p
250,-0.09147626731545254,0.8453539958538927
350,0.034015223725613004,0.9422873640132498
450,-0.08906845166065094,0.8493917638610925
500,-0.2423680787023483,0.6005208852745098
600,-0.45227917631817266,0.3082454778328951
