k,r,p
250,-0.5581633591832036,0.15049490288664902
350,-0.6379166437062723,0.08878245930542385
450,-0.6979435804910893,0.05423230656280451
500,-0.7370668499605858,0.03695366387062131
600,-0.7580922712960763,0.02928039911773149
