layer,mod,ssr
0,0,-476615484.0
1,0,-386722134.0
2,0,-380788118.0
3,0,-369681116.0
4,0,-389394124.0
5,0,-396065846.0
6,0,-402095620.0
7,0,-404530948.0
8,0,-406296894.0
