layer,mod,ssr
1,0,2954200.0
2,0,-1378531.0
3,0,-302928.0
4,0,-239505.0
5,0,-127941.0
6,0,-7360.0
7,0,201480.0
8,0,2245766.0
9,0,8207.0
10,0,-279.0
