layer,mod,ssr
0,0,-476615484.0
1,0,-314570836.0
2,0,-336664482.0
3,0,-344530020.0
4,0,-349640628.0
5,0,-353546206.0
6,0,-356755498.0
7,0,-356355536.0
8,0,-360896668.0
9,0,-360782982.0
