k,r,p
250,-0.1282401971881633,0.8371681597850955
350,-0.33686741510284895,0.5793432453079819
450,-0.6976136884081505,0.1902937631563461
500,-0.6663210751073619,0.21943007757219585
600,-0.6725438086349842,0.2135443038603336
