layer,mod,ssr
1,0,1995594.0
2,0,-686468.0
3,0,12496.0
4,0,-411569.0
5,0,433175.0
6,0,683528.0
7,0,1399577.0
8,0,-62252.0
9,0,19727.0
10,0,495.0
11,0,-1227.0
12,0,0.0
