layer,mod,ssr
0,0,-476615484.0
1,0,-336635232.0
2,0,-353497680.0
3,0,-351146856.0
4,0,-347668052.0
5,0,-359300496.0
6,0,-357546448.0
7,0,-356555784.0
8,0,-361194322.0
9,0,-361080962.0
10,0,-360971124.0
11,0,-361064366.0
