k,r,p
250,-0.621066466455776,0.18818028321736172
350,-0.7178758841265106,0.10816332933284688
450,-0.5784801767572834,0.22907083988104815
500,-0.6104671840708571,0.19805068244262206
600,-0.6372744112524101,0.17349290295155265
