k,r,p
250,-0.8645150087286779,0.33525142611765707
350,-0.9530977680400234,0.1957510552048698
450,-0.9635477537461958,0.17241912048560473
500,-0.9736236740716349,0.1465417967543852
600,-0.977579005647847,0.13506329933816522
