layer,mod,ssr
0,0,-476615484.0
1,0,-314643340.0
2,0,-297871756.0
3,0,-297369524.0
4,0,-297290440.0
5,0,-297291144.0
6,0,-297292664.0
7,0,-297292664.0
8,0,-297292664.0
9,0,-297292664.0
