layer,mod,ssr
1,0,-629718526.0
2,0,-628958516.0
3,0,-628777734.0
4,0,-628583526.0
5,0,-628482372.0
6,0,-628484694.0
7,0,-628484694.0
8,0,-628484694.0
9,0,-628484694.0
10,0,-628484694.0
