k,r,p
250,-0.2590691506944866,0.441741715542163
350,0.14869753842656466,0.6625846448980884
450,0.2634477020488971,0.4337821563352469
500,0.1553358055959685,0.6483438900339492
600,-0.20494835065167444,0.5454947848417702
