k,r,p
250,-0.6416360711598579,0.12032589246944973
350,-0.7722282404394682,0.04188358846118502
450,-0.6726774084103863,0.09775981812686073
500,-0.7302014884670812,0.06240397961363531
600,-0.5966791870156315,0.15727716357911606
